activity_date,score,serial_number
12/19/2016,98,DA0ZSTNOO
9/20/2016,98,DAMKIZD1M
9/25/2017,96,DA8KJ6CP5
2/11/2016,93,DACFAEWQN
6/12/2017,90,DAUBOO00S
9/6/2016,91,DA0MFH05S
6/20/2016,90,DAPNKE3CQ
9/9/2015,95,DA3NXGBOU
10/27/2017,96,DAH2W8IEX
6/22/2017,94,DATVLF6LW
3/7/2017,96,DASHQDHQJ
1/20/2016,93,DAG3AUUUD
6/21/2016,94,DAO6DYNDL
1/15/2016,96,DAVXAAIFZ
9/26/2016,95,DASI1H17M
7/19/2016,98,DADL1MW3X
6/21/2017,93,DAPC5TBVV
5/2/2017,92,DABRSVMSP
7/28/2016,90,DAYCQD89O
12/14/2015,94,DACVQXT0B
3/9/2016,93,DAAJUCTKB
8/22/2016,97,DAEAOFDAH
5/17/2016,92,DAUGR10ZN
10/19/2015,94,DAQP9I5EH
8/11/2015,100,DACM9BOXZ
7/15/2015,97,DAYJE3FXX
7/30/2015,90,DAG3FVALD
7/27/2016,99,DAWQWJN85
3/3/2016,90,DA8AKJQPZ
10/8/2015,90,DAGEG5IBH
6/28/2016,82,DAYT1ET0S
11/6/2017,92,DAWN02AN7
12/12/2017,90,DACYXO8YG
10/23/2017,91,DAKHH1V4W
11/28/2016,91,DA1U39LZC
3/22/2016,93,DA2LLK9V6
6/6/2017,85,DA9000XRT
12/22/2016,100,DA0741743
11/24/2015,96,DA298Z9OD
2/21/2017,96,DA0LEKWYQ
10/22/2015,95,DA4JNOGAT
6/15/2016,90,DAROINCS9
11/28/2016,92,DA4S5WNQO
1/27/2016,91,DAOQ0ELOH
6/22/2016,98,DAE9DHEPY
2/2/2016,93,DASVE1HQV
3/23/2017,90,DA52QPVAA
9/29/2015,91,DAGPRPNBV
12/20/2017,90,DAUWS1O1G
2/11/2016,92,DA6AABLW7
12/15/2017,93,DAUPLOX0J
9/6/2016,95,DAQYEYI2W
10/19/2017,90,DAX94CLRK
5/15/2017,94,DAWOPU8LL
7/13/2016,94,DA0VWQXOZ
2/26/2016,93,DAA61PABV
3/29/2016,99,DABUDHPKT
5/17/2016,92,DAFL5E91I
9/7/2017,91,DASFX0P2N
10/20/2016,93,DAKKNOJX7
9/15/2015,92,DAU4JVH3X
9/3/2015,97,DA0VBK3BY
1/14/2016,97,DAU0VDA0L
7/17/2015,94,DAPQVDRLI
6/28/2016,90,DAUM2NFE0
10/26/2017,90,DAGPUKGAW
11/2/2015,93,DAFSDOTQC
10/13/2015,93,DA7SFBTLB
3/17/2016,96,DAHFPHYSR
4/7/2017,95,DADKGSX72
7/27/2016,94,DAZ8CBG0I
8/11/2015,91,DAPWW7ZC2
5/3/2016,92,DATYSTH8N
6/21/2016,93,DAV9BEP40
11/8/2016,93,DAPBFHRU8
6/14/2016,90,DA37ARUFF
8/1/2017,93,DAP5FBUIG
4/19/2017,96,DAVOILSSB
11/9/2016,91,DAVJ6HZ2N
5/10/2017,92,DAYPJSMFN
10/4/2016,90,DAAL0J6RW
3/30/2016,91,DADVTFYX8
3/13/2017,94,DA0C7A4EH
10/20/2015,93,DAQYY6AYX
3/9/2016,80,DAWX2SEUP
11/16/2016,93,DAMJJZCUL
8/6/2015,100,DALTZFLCW
11/5/2015,94,DATZTGVCT
9/15/2015,97,DA6P0OVGX
11/3/2016,93,DAKKWTTOH
4/25/2017,92,DAXDZTDG2
7/8/2015,91,DA030ETDF
11/4/2015,93,DAL7P71ZI
8/13/2015,99,DATGDYWTF
12/27/2017,86,DAH9BSSFT
10/30/2015,90,DARQEWC8O
11/21/2016,94,DAJ7UXONF
2/24/2016,95,DA8VJ71DX
4/6/2017,94,DAQQLR0T2
9/28/2016,91,DAK7LXYHN
7/27/2016,93,DATX2RUC3
10/13/2015,90,DACLRLNAK
4/26/2016,96,DA73VPILT
4/12/2016,91,DANNLFFIM
9/12/2016,100,DAPUPGLL8
9/28/2016,95,DA3C3LPVE
2/14/2017,100,DACWPFHJ9
5/11/2017,96,DABJV5ILW
12/5/2017,95,DADMMECAT
9/30/2015,90,DAGA7TSC2
9/26/2017,91,DAYZCCXN0
6/24/2016,95,DAVQP11XT
5/25/2017,97,DAAKKTLYE
6/13/2017,90,DA0PEUSY9
9/21/2015,91,DA26FNTDH
12/12/2016,92,DARUPI2RZ
6/10/2016,99,DADVPXRN6
12/16/2016,92,DASZKD0UG
7/22/2015,90,DAKWRESLG
5/11/2017,92,DAD7MDL4Z
3/9/2017,94,DAGUJ1DRY
8/11/2016,97,DAXZPI1T5
7/16/2015,98,DAPTJPBGJ
9/12/2016,90,DACTSVV6U
8/20/2015,90,DA50Q0I5F
6/26/2017,95,DAVR0EWBG
3/29/2016,93,DAHJ8IRNN
11/21/2017,97,DAOG89OIY
8/10/2017,99,DAZ0DUQT5
2/28/2017,95,DA0WUCEHO
10/6/2015,100,DALSZ13O9
12/12/2016,92,DASOI0GZ6
9/21/2015,90,DA51YFUUY
9/27/2016,92,DAFHIYPFJ
4/26/2016,93,DAFCX5UXQ
10/20/2017,98,DALT0L0ZK
2/16/2016,93,DAH6PGOUN
2/10/2016,96,DAR6EIRJ8
7/25/2017,100,DA0904119
10/18/2017,98,DAREJLRMN
9/25/2017,98,DA0RCM90J
4/11/2016,98,DA0RJFVLZ
4/20/2016,98,DAWTUIY1Z
1/25/2016,98,DAGBFKQIZ
4/12/2017,98,DAG0VQBNK
7/5/2017,93,DADSYT6OV
11/16/2017,92,DATPRVK4Q
3/28/2017,90,DAQMRBUQP
5/4/2016,90,DAKGDGG0Y
10/5/2016,93,DAW6VHE6S
7/10/2017,100,DASVGRRSJ
2/2/2017,96,DARB2AV30
2/15/2017,98,DAS3W1RCS
4/12/2016,90,DAE89MFYN
8/1/2016,92,DAUNQZJX8
10/26/2017,93,DA0RZETKK
4/24/2017,97,DA7RNS0CK
10/12/2016,90,DA6CIKU1V
4/12/2016,80,DAAF8FAYT
3/25/2016,94,DA5C7Y60N
2/23/2017,94,DARIDPSYC
3/22/2017,96,DA3AUSTJX
11/18/2015,82,DA0UDQKPO
12/18/2015,98,DAFXYSE3V
12/18/2017,93,DA0BEHSBW
8/5/2015,92,DAJLYARZS
6/14/2017,93,DAMBDXMAS
4/12/2016,93,DADPUSVKI
6/21/2017,98,DAL0TUTQH
7/10/2015,90,DATYCTIJI
10/25/2017,93,DAWFQNFCT
7/24/2017,90,DACFRJ7J0
5/31/2016,97,DATTUZ4A8
8/9/2016,91,DAXZR8WYL
9/11/2015,95,DACHRMTLU
9/14/2015,93,DA0DE0WHF
8/4/2016,94,DAMBLORL0
10/24/2017,93,DA1BOPGR7
2/23/2017,100,DABIY9XBK
8/26/2015,85,DARETBRGA
12/26/2017,90,DA6SVX0RP
3/6/2017,95,DALJVQLYH
1/20/2016,93,DA0ZWYDN7
10/12/2017,95,DAG8R8UOE
11/14/2017,97,DAMS965OZ
7/21/2016,94,DA02AUTM0
9/3/2015,80,DA2EPVHU3
5/23/2017,98,DANUZGDQ6
4/27/2016,96,DABHIYV7F
8/22/2016,94,DAETKVYW5
6/17/2016,96,DACPWMHZJ
7/26/2017,96,DA6CPE908
7/28/2016,94,DAJTSDKVS
2/17/2017,94,DA5AYS4LI
6/26/2017,90,DABMIE9NB
5/11/2017,92,DAT7XJLIZ
8/17/2016,91,DALAKPEGG
12/19/2016,91,DA05PQHDQ
9/6/2017,91,DAGKSJYFL
9/22/2015,94,DAKQFSUQF
11/4/2015,95,DAFX0XUJL
1/31/2017,90,DAIXN9RYG
5/24/2016,90,DARJWLDDM
7/14/2015,97,DAGM94KHN
8/10/2015,90,DAOC6FJSM
1/19/2017,97,DABS4Q0CO
11/16/2015,95,DAEETQEGP
7/29/2015,95,DAGW4EMHR
4/28/2017,97,DAFW1JD58
12/15/2017,90,DA5VSBIHL
8/10/2016,91,DAWGWIYUG
8/17/2016,95,DAO1SQQTO
1/26/2016,95,DA2FNUTMX
11/4/2015,98,DAD8DC0NJ
8/21/2017,91,DAKZCYAPW
7/14/2015,91,DAX69BBOY
5/20/2016,96,DAINJ4K3H
2/4/2016,70,DA0ZHUSTG
4/26/2016,90,DAWRUHVON
12/20/2016,97,DAVMTDQY0
1/19/2016,100,DABLZHNTU
8/3/2016,98,DA9C9HXUD
3/6/2017,96,DAUAA0HWW
12/27/2016,80,DA3ZX32QF
8/4/2016,92,DAIAYYT4H
12/23/2015,91,DA6RJ0TV0
10/8/2015,91,DAT0WADTN
12/27/2016,100,DAGZ6ULW6
8/3/2016,90,DAJC2MRU5
5/3/2016,92,DAMBH880G
12/7/2017,95,DA3EMPSDM
11/7/2017,98,DAB5HYRCL
8/16/2017,93,DA6VPOP4C
8/9/2016,96,DAI0MYJCK
2/15/2017,97,DAG01ALMX
3/23/2017,96,DAXEOEOJQ
9/30/2016,98,DAQQ7QH8Y
9/1/2015,98,DAO8JEEPT
8/16/2017,96,DAWGRTYLY
11/14/2016,98,DAOSI3AAQ
1/4/2017,99,DAWIJN0D5
5/10/2017,90,DA1PRR39S
12/6/2017,95,DAEVL4RXF
2/1/2016,83,DAYCHZIQU
7/27/2017,96,DA9GK4TQX
9/12/2017,97,DACGHUFSI
4/4/2017,93,DAHHMZILX
5/16/2017,97,DA24JLR74
1/17/2017,96,DA0UOSODC
2/2/2017,95,DAC0XHSPT
4/11/2017,97,DAOHGID9K
9/21/2016,92,DAXCVIDYY
9/21/2017,99,DAYA5PJQC
1/10/2017,96,DAHAFCYH0
1/26/2016,99,DAPGMXAXO
2/3/2016,97,DAPNDCGVL
12/1/2016,86,DA19AEJ0H
11/18/2016,97,DAFUNALHA
6/15/2016,90,DAOO7WTRZ
9/23/2015,99,DANUD0HVR
9/30/2015,91,DADGN6QI6
6/20/2016,91,DAL2WCJBE
6/9/2016,100,DA0592135
8/9/2016,91,DAD3QF1JH
1/23/2017,98,DA43BWJCS
8/9/2016,92,DABTEY6BK
7/6/2017,93,DAKVZ5SP2
6/6/2016,90,DAEZN1Y0M
1/3/2017,95,DA0AZYORI
7/23/2015,93,DAT2GCE0D
11/18/2015,93,DADDOEIFO
8/24/2017,72,DAY8PUNOM
7/20/2016,92,DAW4WU1F1
2/11/2016,85,DAJYMJEKS
3/28/2016,94,DA74RVPG2
9/11/2017,96,DA2CH16UT
8/2/2017,96,DAE1ZOZWS
6/15/2016,90,DAX1RVOZ5
9/13/2017,90,DAQKWMKKU
10/25/2016,95,DATVZD6Z7
6/14/2016,93,DAWLO6MGJ
8/11/2016,96,DAC05OWHX
12/1/2016,98,DAFZDQJSN
10/6/2015,95,DAUBPPV6A
12/9/2015,90,DAXHQBWX2
10/3/2016,95,DA1GNHULW
2/16/2017,76,DA893EWMW
5/31/2017,96,DASGHIX9L
8/10/2017,92,DABNKWQHO
4/28/2016,92,DAV0002FV
11/3/2016,95,DAD0LXELF
6/30/2016,93,DAWEGXYKL
8/23/2016,91,DAB2YEBCO
4/21/2017,97,DAYS3S8E4
3/1/2017,96,DALYMA23N
6/1/2016,98,DAG8QDIJ1
12/22/2015,94,DAJH0BTAU
6/12/2017,90,DAYKGQFFI
8/9/2017,95,DAHBQAWPX
2/3/2016,99,DASVYBMGV
9/13/2016,99,DAVJEBVPD
6/7/2017,98,DACLWWT8H
2/3/2017,99,DA6LHTU73
8/15/2016,95,DATVFS77O
9/21/2015,94,DA8OPPFFV
12/1/2017,99,DAEDPNRDK
11/29/2017,94,DAJ0V0CLD
10/20/2016,97,DALUKIIIC
10/30/2017,95,DA5FT25ZV
8/22/2017,99,DAGJZGEUF
11/28/2017,99,DAFYWVOPQ
11/23/2015,91,DACDDUWKS
10/22/2015,96,DAODCEM74
12/29/2015,94,DADUWVJ0S
12/15/2015,96,DAU4PBTCA
9/23/2015,97,DATRG8ISV
9/22/2016,91,DA62KRG2T
6/21/2017,97,DAPVEWNLG
12/13/2016,98,DAP5JGGVG
6/16/2016,90,DA0599046
9/19/2015,95,DAHKM0Q84
12/5/2017,95,DA1BDKY4V
8/31/2016,95,DAVY1XOI9
8/22/2016,91,DA0SJ9WB8
3/1/2016,93,DAUB2AM9L
10/5/2017,92,DAF1SDG0P
3/28/2016,95,DAX3OZJKR
9/12/2016,94,DAOVT7DEU
12/28/2015,93,DA94JV0IJ
9/6/2016,94,DA0TAD4Q6
6/14/2016,94,DACZDBVD2
10/11/2017,92,DAFLOELQD
4/21/2016,93,DAWEWN3UE
1/30/2017,91,DAHX60C57
8/22/2017,97,DA7MEFDIX
11/5/2015,97,DAGV1Y1T0
11/10/2015,93,DAHBISARK
11/20/2017,96,DAGJA0FE9
1/29/2016,96,DACGUG7RW
10/28/2015,92,DAXCHSY1U
5/24/2016,90,DA0DW1PLC
6/20/2017,93,DA0ZPLF3W
2/21/2017,95,DA7QBENMJ
10/21/2015,91,DAPQWII9S
2/4/2016,92,DAQXCURCG
2/28/2017,94,DAPQZJPAB
4/25/2016,92,DAJE7NEVS
8/29/2017,90,DAR0UWYBL
1/29/2016,94,DACJOFQKX
10/20/2016,90,DAWMEZGHG
7/27/2017,95,DAGHTRHT6
2/9/2016,91,DATAQCEDK
8/30/2017,97,DAMH5CBLS
5/15/2017,94,DAJL6JJOO
2/1/2016,94,DAJTNIHKJ
2/7/2017,97,DAI5QBWTP
8/29/2017,90,DAHS5ML7R
6/21/2016,96,DA4TMVUYX
2/28/2017,94,DAA0VY0JE
10/7/2016,100,DA0HR6Y3O
4/17/2017,97,DAHYXHZCY
7/8/2016,97,DABY5KYDJ
11/9/2016,90,DAPIY3EWV
9/19/2017,80,DAEEY8V5V
7/22/2015,94,DAI9KC0OC
6/20/2016,93,DA3MC2FRH
3/31/2016,98,DAXHODSXC
12/1/2015,97,DAGADCQVF
7/18/2017,80,DAS1PNYD0
10/27/2017,95,DACH7GO0J
3/15/2016,95,DADQXFAMD
12/16/2016,90,DAJ2WBD08
9/4/2015,98,DALFYOG97
7/20/2017,95,DAZO4VJYN
6/23/2016,100,DASGQIODC
10/29/2015,90,DA0X8NESW
12/6/2017,94,DAYDYRYN2
3/28/2017,100,DA4QVRVPW
5/4/2017,73,DADJU7JYI
7/27/2016,96,DA58FJOXY
10/20/2015,98,DAWSYOSOE
3/9/2017,97,DAUFRIXW0
10/8/2015,94,DADU3VZ4L
5/27/2016,93,DANOD1ZZ9
6/29/2016,99,DAXNNDSGB
8/17/2016,90,DAR1O8JGU
8/2/2017,98,DAOGPBR0L
6/8/2017,85,DA8MNZXCF
6/28/2016,96,DAIC3QO9A
10/24/2017,96,DAT7QC0K5
12/5/2016,92,DA0JQFCX8
1/25/2017,98,DADQXUHDV
3/30/2016,84,DABM8SMOW
12/12/2017,97,DAO1WOIZQ
11/17/2016,99,DAKG0VNJA
8/16/2017,94,DALLSKINO
6/28/2016,93,DAQHZGZXS
11/15/2017,93,DAM5TRE9V
6/1/2017,96,DAERAESNT
9/27/2017,96,DA6YV0BZA
10/21/2015,98,DAXFAWBUJ
10/29/2015,90,DA0HLG0OL
8/7/2017,97,DAY0KSASN
7/20/2016,90,DA0QSSUDP
1/12/2017,97,DARGBOPVH
5/10/2017,92,DABVERQTJ
8/31/2017,91,DAVTSZ0SX
11/10/2015,90,DACZU9CIQ
4/6/2017,98,DAF47QIMQ
10/10/2017,92,DAOCJINFE
11/8/2017,94,DATVUJPQH
12/19/2017,99,DAM2IKYNN
4/18/2016,92,DAP0LRN4H
6/20/2016,98,DABSUYTL1
10/22/2015,97,DAIL0P4AL
9/7/2017,91,DAJN6JCFT
9/26/2017,97,DAMZWTRUK
3/7/2016,93,DAGTMIYNR
3/17/2016,81,DA3VWY9ID
12/5/2017,98,DAW02QTKN
9/21/2016,98,DADHNSHEI
12/30/2015,94,DAIPVPF0D
8/14/2015,92,DAOPSZ2E1
10/18/2016,93,DA1FKKHVM
2/18/2016,91,DAHFCLED5
6/22/2016,90,DAHXQBFUO
12/26/2017,93,DA0WUJG0Q
11/6/2017,95,DA9MQ02JQ
8/8/2016,96,DASF7FXAC
4/26/2016,92,DALJP2GJH
10/11/2017,98,DAHBZXC07
11/29/2017,95,DAUZIP0M2
5/16/2016,97,DAX6K0WQR
10/7/2015,100,DAGUWZZPR
4/27/2017,93,DAKEU1KQH
4/20/2017,83,DAZ1IIAEN
12/4/2015,99,DAK6PVWZM
5/22/2017,72,DAXR6F9SK
1/3/2016,80,DAYXPI8LN
12/14/2015,92,DAQRLPLF6
12/31/2015,90,DABEJ4DB4
12/5/2017,87,DAJVEZF0N
1/12/2016,93,DAFVXHR3V
1/22/2016,96,DAPHSVHWB
8/23/2016,92,DAMH06OMH
6/8/2017,96,DAI8TNBYM
11/15/2016,93,DAO6U0RTV
2/24/2016,98,DACA9WMQC
4/11/2017,98,DAOJQYR60
7/6/2016,99,DASUA80OA
7/5/2016,97,DAZM0MQN2
1/25/2016,90,DAHLTV16B
6/14/2016,90,DAFDSFKKZ
8/10/2015,96,DA7CCUDPF
8/28/2017,97,DAPVYGBLD
8/27/2015,94,DAIYJXRD9
6/10/2016,90,DAKOONO9T
12/7/2016,90,DAWANWHID
2/28/2017,93,DA81W5VY0
10/31/2017,90,DARR0SLIA
9/18/2017,92,DA6DXUQD0
8/18/2016,96,DAC48MANH
7/20/2017,97,DAOUNZ9U0
9/6/2016,90,DAQEAC7DU
11/7/2017,90,DAXXCOX1B
3/8/2017,86,DATA8OMIP
10/11/2017,98,DAPD5WIFQ
9/26/2017,94,DAU1OLG4O
5/15/2017,94,DA5QFMJWY
1/24/2017,83,DABFGP1DJ
4/20/2016,100,DAXYLR9AK
2/13/2017,95,DAN4MXFMB
5/9/2016,90,DAS01ANF9
3/21/2017,91,DAQBKVWMW
7/20/2016,95,DAPAZRPVN
4/12/2016,84,DAZHQE20L
6/7/2017,92,DAI9A46TD
7/28/2017,92,DA6RWMHWB
2/16/2016,93,DA4HEJ2EW
7/23/2015,94,DA3U0Q0QX
3/15/2017,90,DA6M2MTJD
12/9/2015,97,DA0EZHT6C
12/9/2016,95,DAIYMKAFR
4/18/2016,95,DAD53HMZK
11/8/2017,91,DALWJ5NPK
9/30/2016,99,DA09TYYS0
6/7/2017,98,DATRT0FW0
8/9/2016,96,DAWMOAHT9
4/12/2016,98,DABVODXJQ
11/14/2017,97,DAWODYPRT
4/6/2016,93,DAKTK216D
7/19/2017,90,DAEV4C5GY
9/19/2017,93,DA1FHYYRU
10/11/2016,99,DA3HTKNZ5
11/8/2017,94,DACLIM2MC
10/18/2017,90,DAC0BO9NP
5/8/2017,75,DA8AOWF3U
11/9/2016,90,DAKZVKMRQ
4/1/2016,94,DAE9SDG9H
4/27/2016,90,DA71QVJQ6
8/4/2016,95,DAT1YYDVY
6/22/2016,90,DAHKVUTRG
9/21/2016,90,DAXX9IZLA
3/31/2016,93,DAX0YB1CP
9/19/2016,96,DAMJNFEFI
9/7/2016,90,DAK0WEXTM
1/27/2016,95,DAU8I09SA
9/29/2016,92,DAYLKVMAD
9/2/2016,96,DA1I1LPMM
2/10/2016,100,DA5G5N0S4
11/8/2017,92,DAEV3QRAA
9/27/2017,97,DAIMPM6LN
8/11/2015,96,DAYTOLSRB
2/28/2017,98,DAMDWKY13
12/6/2017,96,DATLGTWRG
9/14/2017,94,DAK6EO0LS
9/24/2015,97,DAOS9EHKL
1/20/2017,97,DAJXB7USO
12/1/2015,91,DALCS8I0V
7/25/2016,98,DAGMMDNIW
9/15/2016,92,DADNYPXNU
8/18/2015,95,DAXXBDO0Y
5/16/2016,94,DAAWAXPKA
11/28/2016,95,DANN8JHGS
4/28/2016,94,DAERCP6CI
3/28/2016,90,DAIDIUFHT
12/23/2015,90,DAOUWNO3M
5/5/2016,90,DAI07UEWI
10/11/2016,95,DAGE3CB6Y
10/3/2016,99,DAPIR7QUQ
10/24/2016,97,DASLIZE0D
2/1/2017,99,DAYB2XIJS
6/29/2016,84,DAD1L8K8P
12/5/2017,99,DARHTHIHQ
7/1/2015,90,DANW7GGIT
6/22/2017,95,DARTZZAQE
12/8/2015,96,DA4WLDFQ4
10/20/2015,99,DAMZTNJER
10/24/2016,94,DAEL6JMH0
1/5/2017,96,DA2H4AA91
4/27/2017,98,DAFDXUHIS
9/10/2015,98,DAATWF0BC
1/22/2016,95,DA40DOSO8
5/3/2017,90,DAKRW3IHH
3/28/2016,91,DAVJHOZSE
11/16/2017,97,DAPG4KQUR
8/12/2015,91,DAQT7Y0SA
12/5/2017,90,DAMABCGU1
9/26/2017,92,DAJ2ABHF4
5/16/2016,96,DAYFFBXP5
12/21/2017,98,DAWFFSIR8
2/16/2016,94,DACRGKJ05
7/19/2016,91,DABWE1UGT
5/9/2017,96,DAVXTY3GJ
12/15/2015,97,DAKSASM0J
1/20/2016,92,DASEO7GUJ
3/31/2017,93,DALQCHJHQ
9/22/2016,86,DAOX4WOZK
7/31/2017,100,DA34PWVOO
11/24/2015,90,DASTN0L7A
6/24/2016,90,DAJHRZ3O0
4/20/2016,95,DAMBXQOSK
10/20/2016,97,DAY7BHRFC
6/30/2016,99,DABXJ0LQJ
1/21/2016,93,DATDQKL9C
7/31/2015,94,DAOQADRKA
1/27/2016,96,DAPJHWITU
8/16/2016,98,DAMFRNCB0
5/3/2017,82,DA0NEJMFV
9/9/2015,100,DAKX0ROF0
11/16/2016,94,DAGP00GUD
11/27/2017,96,DABMHF0RL
8/8/2017,98,DASUD2GRZ
4/15/2016,97,DA0GC502J
11/24/2015,99,DAEOO565R
5/9/2017,91,DARJ0N79D
3/20/2017,90,DAQP274UD
7/14/2016,95,DAKGEE25U
8/31/2015,97,DA3UHLWP7
11/15/2016,91,DAFHNDIAA
10/5/2015,96,DAZ6L80HB
10/18/2017,97,DA9PSO5BU
10/25/2017,72,DALNHMXUF
12/20/2016,95,DABVR4JFX
6/17/2016,97,DABXUO0GB
3/9/2016,92,DAY01AOZJ
12/22/2015,97,DANR0GKCJ
12/21/2016,93,DABFX0KSB
5/10/2017,94,DABSUOG6O
2/8/2017,91,DAHTMAWZB
7/5/2016,90,DAUBB6Q3F
12/1/2016,99,DAMHPTIQ6
11/28/2017,94,DA7IHAQFO
2/2/2017,95,DAVPGTRL2
7/6/2016,94,DARGZ2EPP
8/24/2017,71,DA1UVSQG8
8/1/2017,90,DARQ0RZ8V
6/14/2017,92,DAXR79AHS
4/12/2016,98,DASYR4CYE
9/29/2015,95,DA9JYH0WV
8/30/2016,83,DAQFLPK4V
5/26/2016,90,DAJ601BFY
11/24/2015,90,DAKXMASQU
8/30/2017,96,DATLE3TCT
5/16/2017,92,DAB2IYITX
12/11/2017,93,DAH0WLOOA
4/27/2016,94,DAJ9WNDUL
4/20/2017,86,DAHYZWAOW
3/28/2016,98,DAARWRPVV
9/15/2015,100,DAGEX0CB0
1/25/2016,98,DA4FMYKKD
6/20/2016,93,DAZAYSOKQ
7/25/2017,97,DADAO0H6Y
4/11/2017,98,DAOUPDZ09
8/24/2017,97,DAWE7FGCV
10/20/2016,94,DA0UUBEZI
10/19/2016,91,DAP7V8LVS
8/9/2016,73,DAVNBKE4J
5/23/2016,92,DANBRUNSN
8/31/2016,98,DAMLW2LSZ
11/19/2015,94,DAQGIZ3DQ
1/9/2017,98,DADDA6SSV
2/9/2016,97,DADPILGUO
5/2/2016,99,DACASBVLN
9/20/2016,95,DA0ULUSLE
3/23/2017,93,DAZO1PR4K
12/30/2015,97,DAUENQESF
2/28/2017,97,DAAVEWFFP
10/16/2015,85,DAK9XLRAH
6/22/2017,90,DAAND53HW
9/6/2017,91,DA0939555
8/24/2016,97,DA9JTUYUF
10/30/2017,93,DAPMVCALB
6/24/2016,95,DA9FY9WFI
8/10/2016,95,DAZ6LLRYI
7/21/2016,90,DA3A7YZ7B
8/16/2016,93,DAVOE6FVA
9/25/2015,90,DAQCRSLXP
1/20/2016,91,DAQS9LVYQ
1/19/2016,94,DAL2SQXLC
5/18/2016,90,DADPUR5Y6
1/31/2017,99,DAQHO42UI
9/28/2016,100,DAAEUIERC
2/17/2016,99,DASOF7W1O
3/28/2017,90,DAAJHJLR9
10/18/2017,95,DAQPAJ0N6
6/29/2017,90,DAUSHYCHH
11/12/2015,93,DAOL6V0NZ
6/8/2016,93,DACKGJ04Q
11/17/2017,82,DALDKGD3G
5/10/2017,94,DAMCN8BSS
5/24/2016,95,DAVIBTAZV
4/24/2017,91,DAIYBCANO
7/15/2015,100,DASYHUDIS
12/8/2015,90,DAVF5EH0T
6/29/2016,94,DANLOPK0T
9/13/2017,95,DAHVLNDZR
6/21/2016,84,DAZ0GCNFX
5/10/2016,97,DAWMIBPBP
2/24/2017,93,DA9UIB4X3
12/17/2015,95,DAG5GSMCB
8/31/2016,93,DARHTQ0L0
8/4/2016,99,DAMUXC2X0
7/17/2017,92,DAMBSTSWK
11/8/2017,96,DAT3GGSN7
12/20/2016,96,DANK0R5UZ
6/20/2017,93,DATBIDUMJ
7/27/2015,90,DAGGNRKU4
5/27/2016,93,DAEMVV3IL
2/9/2016,95,DAZVZAAWB
3/15/2017,94,DATZ0TUMZ
2/8/2016,98,DAHXJY00T
8/16/2017,90,DASVP7GLM
7/27/2016,95,DA3GWJVOS
4/12/2016,90,DAT5IL6WA
1/23/2017,91,DADWWXLEJ
12/13/2017,97,DAYULLTWF
8/2/2017,93,DALJPVB0H
2/18/2016,93,DA4E2G8Q9
9/12/2017,94,DAJB7WZ3D
8/31/2016,88,DAJFZTNQZ
10/12/2016,95,DA4Y06Z0J
11/6/2017,91,DAGHZVTPO
2/22/2017,90,DAW62W0K7
5/24/2016,90,DAK62AYXX
11/27/2017,97,DACRZND47
6/3/2016,97,DAGW5KUV6
1/27/2016,93,DAUYVWGGB
8/24/2017,97,DAA2R0QFZ
4/28/2017,93,DA0PRPD0E
3/9/2017,95,DAOTX8SNN
3/16/2017,94,DAB58MTJU
6/24/2016,99,DAVS4YTRV
3/7/2017,97,DAU0FBOJU
8/2/2016,96,DAFN0SBJC
8/8/2017,97,DAXAOOXFK
12/11/2015,99,DAVO0QQRP
3/8/2017,96,DAJD4TFD6
12/13/2017,97,DAJG1A66D
6/29/2017,84,DA32Q7IEI
9/3/2015,90,DAYXDEUDS
7/19/2016,90,DAXPQ7DV5
11/3/2016,90,DASN7QFGL
3/23/2016,90,DAH9HHDAI
11/5/2015,95,DAUMQBU3R
11/30/2017,97,DASN6OQY8
11/3/2017,93,DAEACX7P0
6/29/2017,96,DA0DVXX3F
1/12/2017,97,DAZY8AMLI
9/27/2017,95,DAA02PD6M
9/13/2016,92,DAKHQDRT8
10/29/2015,90,DAZHTTPMK
11/17/2017,93,DAAD1XIEU
9/8/2015,96,DAS0FRARU
4/4/2017,94,DAWHMWTIG
7/12/2017,94,DAL9TCVSW
5/12/2016,94,DA2FS5H0T
8/9/2017,93,DAPEVYJZC
11/8/2016,97,DA5UR50L0
12/9/2015,90,DA1PVHBFH
12/14/2015,95,DAARKEXXK
5/3/2017,95,DAGBAFPUU
6/6/2016,97,DAXDD6D7N
2/27/2017,90,DAWKEW2JN
4/18/2016,94,DA3E4CNUX
12/7/2017,95,DAH8MYAOL
2/17/2016,93,DAIKLMMVH
1/23/2017,95,DAMIU8XRA
5/26/2016,98,DA7IIJ0U0
8/5/2016,92,DAR4BUZDC
11/14/2016,96,DAGYOKWIL
3/18/2016,92,DAJ6MOTB9
6/29/2016,84,DAHVCT2GA
2/16/2017,91,DA7I00VVG
9/21/2015,90,DAA37PQOH
8/15/2016,83,DAYF1P0QN
11/29/2017,92,DAF2ED0FY
11/16/2017,94,DAGFB0NON
8/5/2015,96,DASZVY0TV
7/21/2015,91,DAZET0ZJA
1/6/2016,90,DAMETV18C
1/19/2016,98,DA3XCM3FP
11/25/2015,90,DABXN3FUJ
2/10/2016,90,DA0MAILMH
7/14/2015,92,DATQLRERR
4/27/2017,82,DADJSZPUY
11/19/2015,94,DATQEYTH0
